Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123
,,,,,,,,,,,,,2006,3.781781352891331,1.968681884889062,1.0516687371820024,4.65872319310733,6.903952009791546,2.0383094496365524,0x7,0x7,3.710184896902936,4.525909831021464,7.380396205516462,8.985134089319454,1.1138782618150402,4.779380893962734,4.542920589354871,,1.8448343255135058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Grand Total,0.7010600929727855,0.29893990702721485,1,,,,,,,,0.7067626993077264,Guatemala,1121.74,,,1575.11,101.896,107.4,49.2,870.02,,,,,3825.366
,,,,,,,,,,,,,2007,3.7210338478821043,2.0518277629900132,1.046695080538639,4.78456402451098,7.052758772890364,2.054755592377796,0x7,0x7,3.6447203970343094,4.593872539373906,7.17349350260621,8.451367916498096,1.1042992025558191,4.800835325691518,4.543621865893415,,1.7782982569738974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4916310917898815,Sudan (the),1935,,,1482,190.291,,,199,,,,,3806.291
,,,,,,,,,,,,,2008,3.7765247166743054,2.0959786738621577,1.054852966551151,4.841057456413062,7.1201250158740965,1.998955132145052,0x7,0x7,3.66143737718489,4.483706609052049,7.211973081717684,8.30496020612408,1.010439582107817,4.697290692602315,4.462771698371016,,1.6651075893067193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8861538927047716,Democratic Republic of the Congo (the),421.4,,,3247.1,30.028,,,2.96,,,,,3701.488
,,,,,,,,,,,,,2009,3.706415509716996,2.048930692941136,1.0805492384617954,4.691691794125955,7.055860109496813,1.9870352989185878,0x7,0x7,3.542990871594704,4.26807889539227,7.09941192755541,8.554832042141813,0.9490859448865273,4.4883331468659735,4.2682784844864985,,1.6338486710687985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.858903423588464,Costa Rica,520.962,,,2352.97,72.549,402.335,262.66,80.761,,,,,3692.2369999999996
,,,,,,,,,,,,,2010,3.7720360980008807,2.0721897340813396,1.0410423127616095,4.801928978749082,6.9587393078657485,2.080384265345333,0x7,0x7,3.5434790974419204,4.395682885775655,7.222319173385055,9.19153038481997,0.9705404265773357,4.604745903157919,4.351100558164289,,1.7500164529135387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8322822786367506,Kenya,614.8,,,892.037,608.762,436.15,939.73,174.20399999999998,,,,,3665.6830000000004
,,,,,,,,,,,,,2011,3.7371870426287686,2.1637985907875423,1.15412931263007,4.696257534012179,6.988989035397565,2.062772432356427,0x7,0x7,3.4542325433140433,4.422568839708905,6.709261510380661,8.927044685729777,0.8893575741646663,4.568088811490635,4.2938334801980185,,1.6931173979107468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6125625347415231,Estonia,1269,,,10,1326,572,,296,,,125,,3598
,,,,,,,,,,,,,2012,3.8031871852493055,2.160390499249376,1.1637867620324087,4.849437794740462,6.889248325430287,1.9831472634697533,0x7,0x7,3.429158595236003,4.365865698755823,6.429500194827036,8.029115629211919,0.8526602909794873,4.481641386212013,4.2122936155253585,,1.6043583679338838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.984864290125005,Nepal,53.41,,,3292.554,175.466,0.199,,7.112,,,,,3528.741
,,,,,,,,,,,,,2013,3.7494020997569932,2.246548288530671,1.138550433939433,4.861828776048865,6.797619800889336,2.4220787967958146,0x7,0x7,3.3395874699453167,4.3281150458724085,6.5549061174997325,7.5951704031475895,0.8342593359168126,4.451803007193398,4.155298879494778,,1.5972718943555086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15457271881140333,Republic of Moldova (the),2943,,,64.75,344,122.53,,6.8,,,,,3481.0800000000004
,,,,,,,,,,,,,2014,3.706582849825181,2.1939563969368523,1.2148437145549327,4.901669278790809,7.021418486189007,1.9538808869872488,0x7,0x7,3.2498488055797394,4.210293914436578,6.652609760997239,7.3461603888039155,0.8494875699532726,4.3537101706581876,4.047782713916568,,1.6197707990135692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6920424710390046,Latvia,1029.033,,,1587.73,466,128.268,,130.446,,,,,3341.477
,,,,,,,,,,,,,2015,3.5984858441176075,2.16221294932472,1.2497069695832943,4.921544950909534,7.036492043748318,1.9647878058407602,0x7,0x7,3.1118535348635232,4.141135217359637,6.631724735767035,7.330479339835761,0.8495252129072155,4.289512495697306,3.9497002679436584,,1.622273556331812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5932111548784491,Honduras,1342.3,,6,909.63,553.8119999999999,238.9,39,224.85399999999998,,,,,3314.496
,,,,,,,,,,,,,2016,3.613032969961167,2.156942063260447,1.24189511927009,4.723977739614318,6.933027496955798,2.0128268909637144,0x7,0x7,3.0369529044962884,4.096707939454644,6.602571430381366,7.92575966994092,0.9996754079205603,4.251689633930949,3.8854001293271856,,1.827979501436335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.40969543567935635,Zimbabwe,1851.75,,,1080.015,105.175,,,100,,,,,3136.94
,,,,,,,,,,,,,2017,3.570663535285756,2.303788955885522,1.2646127121145898,4.620938305705565,6.957735020645096,1.9976760121052932,0x7,0x7,2.969473092493065,4.105380377701634,6.601560444190562,7.685229165466188,1.0219366771944187,4.256453931177582,3.851641985998079,,1.8598450218263576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.776468892323996,Mozambique,683.8399999999999,,,2193.628,106.943,,,74.85,,,,,3059.261
,,,,,,,,,,,,,2018,3.6146450619614745,2.3343045257931214,1.276204366420814,4.563435525019404,6.895056213850584,1.941238993818127,0x7,0x7,2.923665281442103,4.110998837575632,6.74831846570223,6.910900981533234,0.9780418910816289,4.268310116255021,3.830184005399414,,1.8279857399093866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9753562444834889,Iceland,74.408,,,2146.68,7.037,3.64,787.58,,,,,,3019.345
,,,,,,,,,,,,,2019,3.599682246188865,2.381301942464783,1.2864431036101305,4.565861807035101,6.809845186001554,1.8947653676755842,0x7,0x7,2.8604333649505636,4.014808626819332,6.9052629220957,6.272081175694393,0.9475132251366708,4.191666033201251,3.741727946627938,,1.8168036316340732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.615767141724186,El Salvador,1159.3799999999999,,,642.865,647.991,54,209.4,303.75299999999993,,,,,3017.389
,,,,,,,,,,,,,2020,3.6414948744335702,2.342834735494647,1.2868927766989244,4.494731062909678,6.820864475554807,1.9417502485309601,0x7,0x7,2.792534463125251,3.858052054437442,6.719714199921042,5.98150999515777,0.9890307241053818,4.03260498856886,3.5920000864964825,,1.8571173412650197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5518604886951232,North Macedonia,1326,,,713.2,833,73.6,,13.1,,,,,2958.8999999999996
,,,,,,,,,,,,,2021,3.5179939859175153,2.36518030938943,1.3102437477240134,4.568329483027794,6.613002060368347,1.9809086084431171,0x7,0x7,2.6811318984273678,3.993194983630687,7.039549301332004,6.001265630294193,0.9989473876164146,4.175142480229497,3.6159375852980684,,1.919730118943501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9664959441289099,Albania,98,,,2518.86,306.734,,,1.425,,,,,2925.0190000000002
,,,,,,,,,,,,,2022,3.487418411185845,2.428609890967209,1.351711344625734,4.432772921570688,6.675010343393812,1.9489693742978553,0x7,0x7,2.6233565054619064,4.008476470413575,6.722621717276609,4.485852562959951,1.0778733028192953,4.1516964628156225,3.551449411195081,,1.8558628434760267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.31451326167769195,Côte d'Ivoire,2003.141,,,879,40.076,,,,,,,,2922.217
,,,,,,,,,,,,,2023,3.383323357648748,2.3982418169288597,1.3148600174606593,4.358961310879531,6.590663185703963,1.867988441749506,0x7,0x7,2.467798867861234,3.9976328866300177,6.886699293560923,3.0774023237773944,1.0606303779689097,4.13325476175523,3.4393715702657905,,1.6516019550150165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5360384119519328,United Republic of Tanzania (the),1278.9759999999999,,,1385.455,19.626,2.4,,70.185,,,,,2756.642
,,,,,,,,,,,,,2024,0,0,0,0,0,0,0x7,0x7,0,0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9966242328954709,Bhutan,8.32,,,2452.335,3.3699999999999997,0.6,,,,,,,2464.625
,,,,,,,,,,,,,2025,0,0,0,0,0,0,0x7,0x7,0,0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3742570258671405,Cyprus,1499.772,,,,725.87,157.5,,13.644,,,,,2396.7859999999996
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.38510868894546363,Luxembourg,70.62,,1296,33.91,523.256,210.335,,93.82,,,8.625,,2236.5660000000003
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.18782314258329727,Yemen,1744.75,,,,403.484,,,0.005,,,,,2148.239
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0022661432139916,Trinidad and Tobago,2031.75,,,,4.624,0.01,,,,,8.5,,2044.884
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9463384922927958,Uganda,103.08,,,1637.126,84.524,,,96.2,,,,,1920.93
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25294455941183003,Senegal,1419.808,,,,272.731,159,,49,,,,,1900.539
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16794855456295255,Jamaica,1390.6599999999999,,,30,116.57300000000001,102,,32.13,,,,,1671.3629999999998
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.46442594152357436,Nicaragua,883.22,,,160.05,35.989000000000004,186.2,165.44,218.20999999999998,,,,,1649.109
,,,,,,,,,,,,,Capacity utilisation factor (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.20367761419309832,Mongolia,1274.4,,0.084,28.992,143.197,155.989,,,,,8.6,,1611.262
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Electricity Generation (GWh) Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5551110351247127,Cameroon,702.582,,,813.996,62.652,,,,,,,,1579.23
,,,,,,,,,,,,,,Total Renewable,,,,,,,,Total Renewable,,,,,Total Non-Renewable Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17775232725457374,Kosovo,1288,,,121.67,19.548,137.22,,,,,,,1566.438
,,,,,,,,,,,,,,Hydropower,Wind energy,Solar energy,Bioenergy,Geothermal energy,Marine energy,Multiple renewables*,Other renewable energy,,Fossil fuels,Nuclear,Other non-renewable energy,Pumped storage,0,0,,Other Non-RE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2593086474899223,New Caledonia,1014.819,,,81.135,214.713,57.985,,1.445,,,,,1370.097
,,,,,,,,,,,,,2000,0.42314589329196095,0.2084141916735542,0.12327626073190084,0.5373151292221678,0.7254293886151253,0.26197731748336184,0x7,0x7,0.42577019402470667,0.5027201289743329,0.8242070365695323,1.2653521159500312,0.12414099704097901,0.5355877240962863,0.511412727753658,,0.19960622956910157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6600735765978131,Guinea,428,,,814.22,16.875999999999998,,,,,,,,1259.096
,,,,,,,,,,,,,2001,0.40977641953502364,0.2106219986167803,0.15077870082728265,0.5172337355169456,0.7268207894057761,0.25020683929517185,0x7,0x7,0.4118459796307194,0.5006724363332836,0.8373844382638725,1.3292706484612442,0.1262744100585238,0.5357443600470587,0.5084461273237475,,0.2089793288386825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5102032945577609,Mali,609.6,,,455.303,137.00900000000001,,,42.686,,,,,1244.598
,,,,,,,,,,,,,2002,0.41397241220140735,0.2189264240881839,0.15091639036023194,0.5297461864718375,0.747186517886948,0.2521053203193986,0x7,0x7,0.4151192124019914,0.5058234587340354,0.8357978555822004,1.280945217848275,0.1299902351110245,0.5394820895492792,0.5121901086255918,,0.21455629780058677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004222712981410803,Brunei Darussalam,1226,,,,5.199,,,,,,,,1231.199
,,,,,,,,,,,,,2003,0.4055969563476258,0.20861546357079,0.1365985558818632,0.5348634029226815,0.7531654687483673,0.248601334738321,0x7,0x7,0.4058412810623979,0.5101112888189195,0.8213468627250997,1.1407325273412912,0.12860405376536807,0.5400498603704584,0.510786756856944,,0.20933581876168558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6104180759686471,Réunion,453.24,,,134.3,267.70099999999996,8.8,,299.36,,,,,1163.401
,,,,,,,,,,,,,2004,0.42143700828680275,0.22246164748621292,0.12160247952030802,0.5432310283445534,0.7805911135168077,0.23820817234515862,0x7,0x7,0.4194035268339669,0.5094622249204027,0.8452847020068878,1.117808315954913,0.13007939733212298,0.5417208483325794,0.5150072439402887,,0.21343319594812965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.33772948650126006,Papua New Guinea,752.385,,,309.485,4.887,,51,18.312,,,,,1136.069
,,,,,,,,,,,,,2005,0.4271310378969484,0.22211503382755032,0.11999966550448178,0.553653891012791,0.7962337986911564,0.24332056302453686,0x7,0x7,0.4230157230325108,0.5163351860060201,0.8409464574520815,1.1130883499709765,0.1310799168868267,0.5465461283997421,0.5193636715661675,,0.2177094940488493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7896881776714275,Montenegro,225,,,696.685,30.155,118,,,,,,,1069.84
,,,,,,,,,,,,,2006,0.43171020010175015,0.22473537498733584,0.12005350881073085,0.5318177161081428,0.7881223755469801,0.2326837271274603,0x7,0x7,0.42353708868754975,0.5166563734042767,0.842510982364893,1.025700238506787,0.1271550527186119,0.5455914262514537,0.518598240793935,,0.2105975257435509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.023486299658532526,Bahamas (the),916,,,,21.335,0.3,,0.925,,,22,,960.56
,,,,,,,,,,,,,2007,0.4247755534111991,0.23422691358333483,0.11948573978751585,0.5461831078208882,0.8051094489600872,0.2345611406823968,0x7,0x7,0.41606397226419056,0.5244146734445098,0.818891952352307,0.9647680269974996,0.12606155280317569,0.5480405622935522,0.5186782951933121,,0.20300208412944037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.32065130803301145,Mauritius,639.6,,,61.7,138.91000000000003,10.63,,90.65,,,,,941.4900000000001
,,,,,,,,,,,,,2008,0.4311101274742358,0.23926697190207283,0.12041700531405834,0.5526321297275185,0.8127996593463581,0.2281912251307137,0x7,0x7,0.41797230333160845,0.5118386540013755,0.8232845983695986,0.948054818050694,0.11534698425888322,0.5362203986988944,0.5094488240149561,,0.1900807750350136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01110751644559474,Botswana,917,,,,10.3,,,,,,,,927.3
,,,,,,,,,,,,,2009,0.42310679334668905,0.23389619782433058,0.12335036968741955,0.5355812550372093,0.805463482819271,0.22683051357518125,0x7,0x7,0.4044510127391215,0.48722361819546467,0.8104351515474213,0.9765790002444993,0.10834314439343919,0.51236679758744,0.48724640233864136,,0.1865124053731505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.28698752228163993,Madagascar,623.6,,,192.56599999999997,58.022,0.177,,0.234,,,,,874.5989999999999
,,,,,,,,,,,,,2010,0.4305977280822923,0.23655133950700227,0.11884044666228419,0.5481654085330002,0.7943766333180078,0.23748678828143074,0x7,0x7,0.4045067462833242,0.5017902837643443,0.8244656590622208,1.0492614594543346,0.11079228613896527,0.5256559250180274,0.4967009769593937,,0.1997735676841939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2667162843634884,Congo (the),623.66,,,213.9,0.743,,,12.2,,,,,850.503
,,,,,,,,,,,,,2011,0.426619525414243,0.24700897155108925,0.13174992153311302,0.5361024582205682,0.7978297985613658,0.23547630506351905,0x7,0x7,0.3943187834833383,0.5048594565877745,0.7658974326918563,1.0190690280513444,0.10152483723340938,0.5214713255126296,0.4901636392920112,,0.1932782417706332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6539379952592704,Afghanistan,276.661,,,468.438,53.956,0.4,,,,,,,799.4549999999999
,,,,,,,,,,,,,2012,0.4341537882704687,0.2466199200056365,0.13285237009502382,0.553588789353934,0.7864438727660146,0.2263866739120723,0x7,0x7,0.39145646064337936,0.4983864952917607,0.7339612094551411,0.9165657110972509,0.09733564965519262,0.5116028979694079,0.48085543556225546,,0.18314593241254384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3679617839979259,Mauritania,504.625,,,,157.00900000000001,136.775,,,,,,,798.409
,,,,,,,,,,,,,2013,0.4280139383284239,0.25645528407884377,0.12997151072367957,0.5550032849370851,0.7759839955353125,0.27649301333285553,0x7,0x7,0.3812314463407896,0.49407706003109686,0.7482769540524807,0.8670285848341996,0.09523508400876855,0.5081966903188812,0.4743491871569381,,0.18233697424149642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7550901937176151,Namibia,193.647,,,351,238.559,6.231,,1.25,,,,,790.687
,,,,,,,,,,,,,2014,0.42312589609876494,0.25045164348594207,0.13868078933275488,0.5595512875331974,0.8015317906608456,0.2230457633547088,0x7,0x7,0.37098730657302964,0.4806271591822578,0.7594303380133834,0.8386027841100361,0.09697346688964299,0.49699887792901687,0.4620756522735809,,0.18490534235314718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.32901723205744937,Malta,484,,,,233.25,0.057,,4.023,,,,,721.33
,,,,,,,,,,,,,2015,0.41078605526456713,0.24682796225168036,0.1426606129661295,0.5618201998755176,0.8032525164096253,0.2242908454156119,0x7,0x7,0.3552344217880734,0.4727323307488171,0.7570462027131318,0.8368127100269134,0.09697776403050404,0.4896703762211535,0.4508790260209656,,0.18519104524335753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.46522566916788,Gabon,382,,,319.58,11.54,,,1.2,,,,,714.3199999999999
,,,,,,,,,,,,,2016,0.4124466860686264,0.24622626292927477,0.14176884923174546,0.5392668652527761,0.7914414950862784,0.22977475924243315,0x7,0x7,0.34668412151784117,0.4676607236820369,0.7537181998152245,0.904767085609694,0.1141181972512055,0.485352697937323,0.44353882754876545,,0.20867345906807475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2720161117246339,Suriname,512.2,,,180.035,9.852,,,1.5,,,,,703.587
,,,,,,,,,,,,,2017,0.40760999261252917,0.2629896068362468,0.14436218174824084,0.527504372797439,0.7942619886581159,0.22804520686133486,0x7,0x7,0.3389809466316285,0.4686507280481316,0.7536027904327125,0.8773092654641766,0.11665943803589254,0.4858965674860254,0.4396851582189588,,0.21231107555095402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7975615063736141,Malawi,132.098,,,392.61899999999997,109.317,,,18.5,,,,,652.534
,,,,,,,,,,,,,2018,0.4126307148357848,0.2664731193827764,0.14568542995671394,0.5209401284268727,0.7871068737272356,0.22160262486508295,0x7,0x7,0.333751744456861,0.46929210474607674,0.7703559892354145,0.788915637161328,0.11164861770338229,0.4872500132711211,0.43723561705472763,,0.20867417122253273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.37848324736996136,Burkina Faso,395,,,34,205.642,,,0.9,,,,,635.542
,,,,,,,,,,,,,2019,0.41092263084347774,0.27183812128593415,0.1468542355719327,0.5212171012597147,0.7773795874430998,0.2162974164013224,0x7,0x7,0.3265334891496077,0.4583114870798324,0.7882720230702853,0.7159910017915974,0.10816361017541905,0.478500688721604,0.4271378934506779,,0.2073976748440723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11684907071369921,Maldives,530,,,,68.5,1.407,,0.25,,,0.25,,600.4069999999999
,,,,,,,,,,,,,2020,0.4156957619216404,0.2674468876135442,0.14690556811631558,0.5130971533001916,0.7786374972094529,0.22166098727522376,0x7,0x7,0.3187824729595035,0.44041690119148885,0.767090662091443,0.6828207757029418,0.1129030506969614,0.46034303522475567,0.41004567197448427,,0.2119996964914406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3961874517357768,Guadeloupe,347.95,,,11.03,95,57.025,14.5,50.75,,,,,576.2549999999999
